"data_collected","sample_type","bioreactor_ID","influent_id","NOx_conc","NO2_conc","NO3_conc","Ammonia_ammonia_conc","DRP_conc","TOC_conc","pH","DO_conc","HRT","NO3_influent","NO3_removed","removal_efficiency"
"2/5/24","WC","5","34",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.294,NA,NA
"2/5/24","WC","6","34",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.294,NA,NA
"2/12/24","CC","1","35",5.963,0.6878,5.275,0.2565,0.003,24.63,NA,NA,"16",33.297,28.022,84.1577319278013
"2/12/24","CC","2","35",3.863,1.3716,2.4914,0.034,0.002,26.66,NA,NA,"16",33.297,30.8056,92.5176442322131
"2/12/24","CC","3","35",3.759,0.7022,3.057,0.2188,0.004,24.95,NA,NA,"16",33.297,30.24,90.8189927020452
"2/12/24","WC","4","35",NA,NA,NA,NA,NA,NA,NA,NA,"16",33.297,NA,NA
"2/12/24","WC","5","35",NA,NA,NA,NA,NA,NA,NA,NA,"16",33.297,NA,NA
"2/12/24","WC","6","35",NA,NA,NA,NA,NA,NA,NA,NA,"16",33.297,NA,NA
"2/19/24","CC","1","36",5.786,0.4274,5.359,0.1215,0.003,24.09,NA,NA,"16",32.238,26.879,83.3767603449345
"2/19/24","CC","2","36",3.941,1.0655,2.8755,0.1072,0.002,23.96,NA,NA,"16",32.238,29.3625,91.0804020100502
"2/19/24","CC","3","36",3.79,0.4021,3.388,0.1524,0.003,25.73,NA,NA,"16",32.238,28.85,89.4906631925057
"2/19/24","WC","4","36",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.238,NA,NA
"2/19/24","WC","5","36",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.238,NA,NA
"2/19/24","WC","6","36",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.238,NA,NA
"2/26/24","CC","1","37",5.129,0.1944,4.935,0.0684,0.004,24.17,NA,NA,"16",33.936,29.001,85.4579207920792
"2/26/24","CC","2","37",5.741,0.5781,5.162,0.061,0.003,22.34,NA,NA,"16",33.936,28.774,84.7890146157473
"2/26/24","CC","3","37",3.834,0.2287,3.605,0.1121,0.005,23.01,NA,NA,"16",33.936,30.331,89.3770627062706
"2/26/24","WC","4","37",NA,NA,NA,NA,NA,NA,NA,NA,"16",33.936,NA,NA
"2/26/24","WC","5","37",NA,NA,NA,NA,NA,NA,NA,NA,"16",33.936,NA,NA
"2/26/24","WC","6","37",NA,NA,NA,NA,NA,NA,NA,NA,"16",33.936,NA,NA
"3/4/24","CC","1","38",3.292,0.5611,2.731,0.3386,0.007,26.45,NA,NA,"16",32.799,30.068,91.6735266319095
"3/4/24","CC","2","38",4.402,0.1652,4.237,0.1219,0.003,22.22,NA,NA,"16",32.799,28.562,87.0819232293667
"3/4/24","CC","3","38",6.449,0.1455,6.303,0.2175,0.005,26.98,NA,NA,"16",32.799,26.496,80.7829506997165
"3/4/24","WC","4","38",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.799,NA,NA
"3/4/24","WC","5","38",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.799,NA,NA
"3/4/24","WC","6","38",NA,NA,NA,NA,NA,NA,NA,NA,"16",32.799,NA,NA
